Opportunity_ID,Salesperson_Name,Region,Industry,Lead_Source,Deal_Stage,Plan_Type,Concurrent_Sessions,Managed_Devices,Deal_Size (£),ARR (£),Closed_Lost_Reason,Sales_Cycle_Days,Created_Date,Closed_Date
1029,Salesperson_9,EU,Education,Inbound,Proposal Sent,Essentials,1,200,114649.17,215369.96,,170,2026-10-25,2024-08-29 00:00:00
1030,Salesperson_10,EU,Energy & Utilities,Event,Closed Won,Enterprise,4,3,51078.58,248225.06,,68,2026-10-26,
1031,Salesperson_1,EU,Manufacturing,Inbound,Negotiation,Premium,5,200,51417.6,24951.41,,155,2026-10-27,
1032,Salesperson_2,EU,Energy & Utilities,Marketing,Qualified,Plus,1,3,33582.87,30735.75,,74,2026-10-28,2024-11-05 00:00:00
1033,Salesperson_3,EU,Manufacturing,Event,Qualified,Plus,2,3,121395.15,176317.61,,65,2026-10-29,
1034,Salesperson_4,EU,Education,Inbound,Closed Won,Premium,3,200,77304.39,97043.08,Budget Constraints,140,2026-10-30,
1035,Salesperson_5,EU,Healthcare,Outbound,Proposal Sent,Plus,4,150,148587.66,190437.24,,16,2026-10-31,
1036,Salesperson_6,EU,Energy & Utilities,Partner,Closed Lost,Premium,5,150,66079.4,44712.81,,89,2026-11-01,
1037,Salesperson_7,EU,Healthcare,Event,Negotiation,Premium,2,200,22993.44,188296.45,,13,2026-11-02,
1038,Salesperson_8,EU,Energy & Utilities,Marketing,Closed Lost,Enterprise,5,150,29815.26,45718.26,,65,2026-11-03,
1039,Salesperson_9,EU,Manufacturing,Inbound,Closed Lost,Plus,4,50,52396.84,112212.31,Lack of Features,56,2026-11-04,2024-08-29 00:00:00
1040,Salesperson_10,EU,Other,Marketing,Proposal Sent,Plus,3,3,60514.34,243119.49,,95,2026-11-05,
1041,Salesperson_1,EU,Other,Inbound,Closed Won,Essentials,1,3,88580.0,14570.18,,62,2026-11-06,
1042,Salesperson_2,EU,Other,Partner,Closed Won,Enterprise,3,50,46330.35,108924.65,,137,2026-11-07,
1043,Salesperson_3,EU,Education,Marketing,Qualified,Essentials,1,150,98331.66,46826.91,Lack of Features,109,2026-11-08,2024-08-16 00:00:00
1044,Salesperson_4,EU,Healthcare,Outbound,Closed Won,Plus,1,200,129134.94,201772.64,,93,2026-11-09,2024-10-02 00:00:00
1045,Salesperson_5,EU,Energy & Utilities,Outbound,Proposal Sent,Plus,2,150,148253.44,124362.38,,127,2026-11-10,2024-02-20 00:00:00
1046,Salesperson_6,EU,Manufacturing,Marketing,Proposal Sent,Enterprise,5,50,137188.26,188503.39,,110,2026-11-11,
1047,Salesperson_7,EU,Healthcare,Event,Qualified,Enterprise,2,150,46233.04,139035.84,Budget Constraints,164,2026-11-12,2024-01-04 00:00:00
1048,Salesperson_8,EU,Education,Event,Negotiation,Essentials,3,200,127038.22,102854.39,Chose Competitor,52,2026-11-13,
1049,Salesperson_9,North America,Manufacturing,Event,Qualified,Plus,4,150,63407.56,77704.0,,135,2026-11-14,
1050,Salesperson_10,EU,Energy & Utilities,Inbound,Negotiation,Plus,1,200,134895.28,111692.45,No Decision,132,2026-11-15,
1051,Salesperson_1,EU,Energy & Utilities,Event,Proposal Sent,Essentials,3,200,138115.0,77084.8,Chose Competitor,153,2026-11-16,
1052,Salesperson_2,North America,Energy & Utilities,Inbound,Qualified,Enterprise,1,150,10672.44,230882.7,Chose Competitor,162,2026-11-17,2023-12-13 00:00:00
1053,Salesperson_3,EU,Manufacturing,Marketing,Closed Won,Premium,5,50,98492.47,170787.37,,83,2026-11-18,2024-03-08 00:00:00
1054,Salesperson_4,EU,Healthcare,Inbound,Proposal Sent,Plus,5,150,15070.85,133007.63,,180,2026-11-19,
1055,Salesperson_5,North America,Healthcare,Partner,Negotiation,Enterprise,2,50,18792.37,155699.62,Lack of Features,73,2026-11-20,
1056,Salesperson_6,EU,Education,Partner,Negotiation,Enterprise,5,3,121364.43,96049.79,Budget Constraints,29,2026-11-21,2024-10-09 00:00:00
1057,Salesperson_7,EU,Education,Marketing,Negotiation,Premium,3,3,109871.78,164304.08,,167,2026-11-22,
1058,Salesperson_8,EU,Healthcare,Event,Proposal Sent,Premium,1,50,44827.66,39671.81,,37,2026-11-23,2023-12-15 00:00:00
1059,Salesperson_9,EU,Manufacturing,Inbound,Proposal Sent,Essentials,2,150,114285.38,133196.55,,10,2026-11-24,
1060,Salesperson_10,EU,Healthcare,Outbound,Proposal Sent,Essentials,5,150,63049.93,55093.15,,17,2026-11-25,2024-03-15 00:00:00
1061,Salesperson_1,North America,Other,Outbound,Qualified,Essentials,3,3,85685.28,155429.96,,168,2026-11-26,
1062,Salesperson_2,EU,Energy & Utilities,Inbound,Qualified,Plus,3,150,50410.33,180046.33,Chose Competitor,22,2026-11-27,
1063,Salesperson_3,EU,Education,Event,Negotiation,Essentials,3,150,93786.49,132248.05,,12,2026-11-28,2024-06-27 00:00:00
1064,Salesperson_4,EU,Managed Service Providers,Marketing,Qualified,Plus,5,50,62032.49,66553.64,,80,2026-11-29,
1065,Salesperson_5,EU,Energy & Utilities,Marketing,Proposal Sent,Essentials,4,150,105986.26,118405.64,,10,2026-11-30,
1066,Salesperson_6,EU,Energy & Utilities,Inbound,Qualified,Premium,3,200,70914.35,234369.61,,87,2026-12-01,2024-03-26 00:00:00
1067,Salesperson_7,EU,Managed Service Providers,Marketing,Negotiation,Essentials,4,3,128057.49,232134.5,,123,2026-12-02,2024-04-13 00:00:00
1068,Salesperson_8,EU,Other,Inbound,Closed Won,Plus,4,50,145237.12,181431.91,,107,2026-12-03,2024-10-30 00:00:00
1069,Salesperson_9,EU,Other,Partner,Qualified,Plus,4,150,22604.88,213837.06,,155,2026-12-04,
1070,Salesperson_10,North America,Manufacturing,Inbound,Qualified,Plus,3,50,59216.38,38158.12,,50,2026-12-05,2024-07-11 00:00:00
1071,Salesperson_1,EU,Healthcare,Outbound,Negotiation,Premium,3,150,94606.67,133472.72,,34,2026-12-06,
1072,Salesperson_2,EU,Other,Outbound,Negotiation,Essentials,3,3,9246.79,208204.96,Lack of Features,23,2026-12-07,2024-01-01 00:00:00
1073,Salesperson_3,EU,Healthcare,Event,Closed Won,Plus,3,3,11935.96,7406.19,,104,2026-12-08,2024-05-20 00:00:00
1074,Salesperson_4,EU,Healthcare,Event,Qualified,Enterprise,5,200,6507.42,106994.22,,65,2026-12-09,
1075,Salesperson_5,EU,Other,Event,Closed Won,Plus,2,200,20244.68,41835.52,,175,2026-12-10,2024-09-06 00:00:00
1076,Salesperson_6,North America,Other,Partner,Closed Won,Plus,4,3,51814.56,21426.76,,58,2026-12-11,2024-02-07 00:00:00
1077,Salesperson_7,EU,Healthcare,Partner,Proposal Sent,Essentials,4,200,104701.84,244359.15,,118,2026-12-12,2024-04-24 00:00:00
1078,Salesperson_8,EU,Managed Service Providers,Marketing,Qualified,Plus,3,3,68173.96,81400.92,Chose Competitor,105,2026-12-13,2024-07-07 00:00:00
1079,Salesperson_9,EU,Education,Event,Closed Won,Plus,2,150,29677.76,50980.23,,29,2026-12-14,
1080,Salesperson_10,EU,Education,Outbound,Proposal Sent,Essentials,2,150,32718.16,175041.07,,81,2026-12-15,
1081,Salesperson_1,EU,Healthcare,Partner,Closed Lost,Premium,3,200,135830.09,136744.22,,116,2026-12-16,2024-10-27 00:00:00
1082,Salesperson_2,EU,Energy & Utilities,Event,Qualified,Enterprise,5,50,58487.53,86103.61,,177,2026-12-17,2024-08-26 00:00:00
1083,Salesperson_3,EU,Managed Service Providers,Inbound,Closed Won,Plus,5,150,135917.68,19971.41,,15,2026-12-18,
1084,Salesperson_4,EU,Energy & Utilities,Event,Negotiation,Premium,4,150,148486.93,119830.06,,86,2026-12-19,2024-10-31 00:00:00
1085,Salesperson_5,EU,Manufacturing,Outbound,Proposal Sent,Plus,4,150,140446.0,43330.99,Lack of Features,18,2026-12-20,
1086,Salesperson_6,EU,Education,Outbound,Proposal Sent,Plus,5,200,130862.16,90860.93,,40,2026-12-21,2024-03-26 00:00:00
1087,Salesperson_7,EU,Education,Event,Negotiation,Enterprise,4,3,42654.72,141993.24,,87,2026-12-22,2024-08-07 00:00:00
1088,Salesperson_8,EU,Education,Outbound,Qualified,Enterprise,3,200,118816.89,60377.23,,46,2026-12-23,2024-01-18 00:00:00
1089,Salesperson_9,EU,Managed Service Providers,Marketing,Proposal Sent,Premium,4,200,21066.52,159061.33,,77,2026-12-24,
1090,Salesperson_10,EU,Education,Partner,Closed Lost,Essentials,4,200,142336.0,232330.48,,126,2026-12-25,
1091,Salesperson_1,North America,Other,Marketing,Closed Won,Premium,3,3,15881.12,72272.25,,62,2026-12-26,
1092,Salesperson_2,EU,Energy & Utilities,Inbound,Closed Lost,Enterprise,1,150,52752.7,206084.84,,40,2026-12-27,
1093,Salesperson_3,North America,Managed Service Providers,Event,Negotiation,Plus,3,3,93848.84,217682.82,,172,2026-12-28,2024-01-07 00:00:00
1094,Salesperson_4,EU,Energy & Utilities,Inbound,Qualified,Premium,1,150,122810.4,148194.75,,17,2026-12-29,
1095,Salesperson_5,EU,Healthcare,Marketing,Qualified,Premium,4,200,44137.25,79908.83,Chose Competitor,131,2026-12-30,
1096,Salesperson_6,EU,Managed Service Providers,Marketing,Closed Lost,Enterprise,3,3,29699.1,158002.73,No Decision,54,2026-12-31,
1097,Salesperson_7,North America,Other,Marketing,Qualified,Essentials,1,3,24975.68,103800.75,,13,2027-01-01,
1098,Salesperson_8,EU,Managed Service Providers,Inbound,Proposal Sent,Premium,3,3,71800.6,67413.6,Lack of Features,38,2027-01-02,2024-10-21 00:00:00
1099,Salesperson_9,EU,Energy & Utilities,Partner,Closed Won,Plus,1,3,23311.86,137549.16,,32,2027-01-03,2024-10-28 00:00:00
1100,Salesperson_10,EU,Education,Outbound,Closed Lost,Plus,3,150,129974.76,166545.05,,70,2027-01-04,
1101,Salesperson_1,EU,Education,Marketing,Qualified,Enterprise,5,200,114190.05,23981.65,Lack of Features,126,2027-01-05,
1102,Salesperson_2,EU,Healthcare,Inbound,Qualified,Plus,1,3,133730.77,42343.34,Lack of Features,158,2027-01-06,2024-02-25 00:00:00
1103,Salesperson_3,EU,Managed Service Providers,Outbound,Closed Lost,Essentials,5,200,145046.26,184011.23,,152,2027-01-07,2024-02-11 00:00:00
1104,Salesperson_4,EU,Managed Service Providers,Event,Closed Lost,Essentials,1,150,64927.62,73596.46,,79,2027-01-08,
1105,Salesperson_5,EU,Managed Service Providers,Partner,Closed Lost,Premium,1,50,69783.06,69419.72,,79,2027-01-09,
1106,Salesperson_6,North America,Manufacturing,Outbound,Closed Lost,Premium,4,150,22744.13,30068.92,,15,2027-01-10,2024-07-12 00:00:00
1107,Salesperson_7,EU,Other,Partner,Qualified,Essentials,2,50,81500.39,200236.7,,154,2027-01-11,
1108,Salesperson_8,North America,Energy & Utilities,Marketing,Closed Won,Enterprise,4,200,88793.28,148892.68,,132,2027-01-12,
1109,Salesperson_9,EU,Energy & Utilities,Partner,Qualified,Plus,5,3,100884.0,192683.31,,26,2027-01-13,
1110,Salesperson_10,EU,Education,Marketing,Negotiation,Essentials,3,50,146570.67,85889.25,,49,2027-01-14,2024-07-17 00:00:00
1111,Salesperson_1,EU,Other,Partner,Qualified,Premium,5,200,51677.15,194134.78,No Decision,65,2027-01-15,
1112,Salesperson_2,EU,Managed Service Providers,Inbound,Proposal Sent,Plus,4,150,110975.36,150081.64,,26,2027-01-16,2024-08-17 00:00:00
1113,Salesperson_3,EU,Education,Partner,Negotiation,Premium,3,200,37745.43,72923.19,,111,2027-01-17,
1114,Salesperson_4,EU,Managed Service Providers,Event,Proposal Sent,Essentials,1,150,43252.74,202788.4,,106,2027-01-18,2024-07-07 00:00:00
1115,Salesperson_5,EU,Energy & Utilities,Inbound,Negotiation,Premium,5,50,47953.96,218477.46,,17,2027-01-19,2023-12-13 00:00:00
1116,Salesperson_6,North America,Other,Partner,Proposal Sent,Essentials,1,150,17005.17,168781.74,,19,2027-01-20,2024-05-01 00:00:00
1117,Salesperson_7,EU,Education,Partner,Negotiation,Plus,3,150,85984.71,120984.68,,137,2027-01-21,
1118,Salesperson_8,EU,Education,Inbound,Closed Won,Premium,3,150,131566.49,46184.35,,120,2027-01-22,2024-08-26 00:00:00
1119,Salesperson_9,EU,Manufacturing,Inbound,Qualified,Enterprise,5,200,100624.71,196924.4,,129,2027-01-23,
1120,Salesperson_10,North America,Managed Service Providers,Event,Closed Won,Enterprise,2,50,111613.9,247326.37,,115,2027-01-24,
1121,Salesperson_1,North America,Managed Service Providers,Event,Qualified,Plus,2,150,34854.23,27377.88,,54,2027-01-25,
1122,Salesperson_2,North America,Energy & Utilities,Outbound,Negotiation,Essentials,1,3,16312.43,201821.69,Lack of Features,13,2027-01-26,2024-06-22 00:00:00
1123,Salesperson_3,North America,Education,Partner,Closed Won,Enterprise,1,3,145905.96,40890.46,,157,2027-01-27,2024-07-20 00:00:00
1124,Salesperson_4,EU,Manufacturing,Outbound,Qualified,Plus,1,200,13738.7,45380.5,,21,2027-01-28,
1125,Salesperson_5,EU,Other,Event,Qualified,Plus,1,3,6903.58,219280.45,Budget Constraints,178,2027-01-29,
1126,Salesperson_6,EU,Managed Service Providers,Marketing,Proposal Sent,Plus,2,3,36339.64,84217.78,,26,2027-01-30,2024-02-25 00:00:00
1127,Salesperson_7,North America,Energy & Utilities,Outbound,Closed Won,Plus,1,50,123684.16,224508.57,,81,2027-01-31,2024-09-29 00:00:00
1128,Salesperson_8,North America,Managed Service Providers,Inbound,Closed Won,Enterprise,2,200,32248.03,17786.35,,82,2027-02-01,2024-07-16 00:00:00
1129,Salesperson_9,EU,Other,Outbound,Qualified,Enterprise,3,200,20157.53,130367.79,,132,2027-02-02,2024-11-01 00:00:00
1130,Salesperson_10,EU,Energy & Utilities,Partner,Closed Won,Essentials,1,150,35255.91,112723.81,,61,2027-02-03,
1131,Salesperson_1,EU,Manufacturing,Partner,Qualified,Premium,4,3,90625.85,167886.35,,78,2027-02-04,2024-01-03 00:00:00
1132,Salesperson_2,EU,Healthcare,Event,Proposal Sent,Plus,2,50,81508.47,85136.89,,16,2027-02-05,2024-05-24 00:00:00
1133,Salesperson_3,EU,Education,Partner,Proposal Sent,Enterprise,1,3,129476.53,127591.9,No Decision,79,2027-02-06,
1134,Salesperson_4,EU,Education,Event,Closed Lost,Enterprise,1,150,115270.75,33737.64,,58,2027-02-07,2024-06-26 00:00:00
1135,Salesperson_5,North America,Education,Event,Closed Won,Plus,2,3,50214.69,142235.56,,70,2027-02-08,
1136,Salesperson_6,EU,Education,Inbound,Closed Lost,Enterprise,2,50,70833.18,97440.84,No Decision,124,2027-02-09,2024-04-29 00:00:00
1137,Salesperson_7,EU,Energy & Utilities,Event,Qualified,Enterprise,3,50,27329.84,99454.82,,10,2027-02-10,
1138,Salesperson_8,EU,Energy & Utilities,Outbound,Closed Lost,Plus,2,200,78154.15,121247.11,,176,2027-02-11,
1139,Salesperson_9,EU,Managed Service Providers,Outbound,Closed Won,Enterprise,2,50,137548.16,81381.65,,21,2027-02-12,2024-02-17 00:00:00
1140,Salesperson_10,EU,Education,Marketing,Proposal Sent,Essentials,5,3,36723.8,132886.5,,154,2027-02-13,
1141,Salesperson_1,EU,Education,Marketing,Proposal Sent,Premium,1,50,57728.35,135017.95,,121,2027-02-14,2024-11-10 00:00:00
1142,Salesperson_2,EU,Energy & Utilities,Outbound,Closed Lost,Essentials,2,50,146384.38,221404.97,Lack of Features,153,2027-02-15,
1143,Salesperson_3,EU,Manufacturing,Partner,Qualified,Essentials,4,150,130839.52,211336.85,Lack of Features,135,2027-02-16,2024-06-17 00:00:00
1144,Salesperson_4,EU,Manufacturing,Event,Proposal Sent,Plus,3,150,79452.29,239063.23,,69,2027-02-17,2024-07-01 00:00:00
1145,Salesperson_5,EU,Energy & Utilities,Inbound,Closed Lost,Enterprise,3,3,118103.05,236645.03,,22,2027-02-18,
1146,Salesperson_6,EU,Other,Inbound,Negotiation,Enterprise,4,150,32253.25,209233.21,,83,2027-02-19,
1147,Salesperson_7,EU,Manufacturing,Inbound,Qualified,Essentials,2,200,45286.57,179280.18,,103,2027-02-20,
1148,Salesperson_8,EU,Other,Event,Negotiation,Enterprise,1,150,28808.47,210769.65,No Decision,32,2027-02-21,
1149,Salesperson_9,EU,Manufacturing,Event,Negotiation,Enterprise,1,3,49536.28,142319.04,Lack of Features,163,2027-02-22,
1150,Salesperson_10,EU,Healthcare,Inbound,Closed Lost,Essentials,3,50,131125.55,125072.91,,104,2027-02-23,2024-07-29 00:00:00
1151,Salesperson_1,EU,Energy & Utilities,Event,Qualified,Plus,3,150,99015.53,198296.44,,126,2027-02-24,
1152,Salesperson_2,EU,Healthcare,Inbound,Proposal Sent,Enterprise,3,200,26357.01,172915.06,,130,2027-02-25,2024-02-11 00:00:00
1153,Salesperson_3,EU,Energy & Utilities,Marketing,Negotiation,Plus,3,150,132048.45,141686.75,,149,2027-02-26,
1154,Salesperson_4,EU,Energy & Utilities,Outbound,Proposal Sent,Premium,2,50,113028.77,111676.28,,51,2027-02-27,
1155,Salesperson_5,EU,Energy & Utilities,Partner,Proposal Sent,Premium,5,3,39881.56,90304.22,,105,2027-02-28,
1156,Salesperson_6,EU,Managed Service Providers,Event,Qualified,Enterprise,2,200,134644.22,11197.41,,178,2027-03-01,2024-09-14 00:00:00
1157,Salesperson_7,EU,Healthcare,Event,Proposal Sent,Essentials,5,50,32119.32,94593.36,Lack of Features,105,2027-03-02,2024-10-21 00:00:00
1158,Salesperson_8,EU,Healthcare,Inbound,Proposal Sent,Essentials,4,3,9145.01,119188.59,Budget Constraints,151,2027-03-03,
1159,Salesperson_9,EU,Managed Service Providers,Partner,Closed Won,Plus,2,150,100973.4,169159.58,,148,2027-03-04,2024-06-26 00:00:00
1160,Salesperson_10,EU,Manufacturing,Marketing,Proposal Sent,Premium,3,3,70632.93,183480.42,,47,2027-03-05,
1161,Salesperson_1,EU,Other,Marketing,Closed Lost,Essentials,4,3,43508.92,57376.09,No Decision,92,2027-03-06,2024-06-25 00:00:00
1162,Salesperson_2,EU,Education,Partner,Negotiation,Enterprise,2,3,139404.52,142149.54,,173,2027-03-07,2024-08-03 00:00:00
1163,Salesperson_3,EU,Managed Service Providers,Event,Closed Lost,Enterprise,3,150,17189.68,249485.53,,98,2027-03-08,2024-05-24 00:00:00
1164,Salesperson_4,EU,Healthcare,Partner,Closed Won,Plus,1,3,67563.68,235154.75,,114,2027-03-09,2024-02-26 00:00:00
1165,Salesperson_5,EU,Other,Event,Closed Lost,Premium,4,150,26839.91,98702.07,,54,2027-03-10,2024-06-13 00:00:00
1166,Salesperson_6,EU,Healthcare,Marketing,Closed Lost,Plus,2,50,77817.61,48856.37,Chose Competitor,158,2027-03-11,
1167,Salesperson_7,EU,Healthcare,Inbound,Closed Lost,Essentials,5,50,78649.39,188168.98,,112,2027-03-12,2024-07-31 00:00:00
1168,Salesperson_8,EU,Manufacturing,Partner,Qualified,Essentials,2,50,12707.78,7614.74,,105,2027-03-13,
1169,Salesperson_9,EU,Education,Partner,Negotiation,Plus,5,200,44525.39,113309.74,,129,2027-03-14,
1170,Salesperson_10,EU,Other,Inbound,Proposal Sent,Enterprise,4,3,19182.84,133870.64,,98,2027-03-15,2024-01-19 00:00:00
1171,Salesperson_1,EU,Healthcare,Marketing,Qualified,Enterprise,3,3,99050.15,6375.56,Chose Competitor,84,2027-03-16,2024-03-28 00:00:00
1172,Salesperson_2,EU,Energy & Utilities,Marketing,Closed Lost,Plus,3,50,111140.23,81045.72,,47,2027-03-17,
1173,Salesperson_3,EU,Healthcare,Partner,Closed Won,Premium,5,200,66275.31,28056.58,,136,2027-03-18,
1174,Salesperson_4,EU,Education,Partner,Qualified,Enterprise,3,50,47630.85,95372.52,,148,2027-03-19,
1175,Salesperson_5,EU,Energy & Utilities,Marketing,Proposal Sent,Plus,1,3,63390.35,67171.28,,114,2027-03-20,
1176,Salesperson_6,EU,Manufacturing,Inbound,Closed Lost,Plus,3,200,91137.13,230783.17,,102,2027-03-21,2024-01-23 00:00:00
1177,Salesperson_7,EU,Education,Partner,Closed Won,Premium,5,3,81786.6,153659.73,Chose Competitor,120,2027-03-22,2023-12-10 00:00:00
1178,Salesperson_8,EU,Healthcare,Event,Closed Won,Essentials,2,150,76574.35,13214.41,,32,2027-03-23,2024-08-03 00:00:00
1179,Salesperson_9,EU,Education,Inbound,Proposal Sent,Essentials,5,50,67866.97,72363.1,,164,2027-03-24,2023-12-28 00:00:00
1180,Salesperson_10,EU,Energy & Utilities,Outbound,Proposal Sent,Plus,1,200,103768.28,122290.04,,74,2027-03-25,2024-07-29 00:00:00
1181,Salesperson_1,North America,Managed Service Providers,Event,Qualified,Enterprise,5,50,98720.0,15759.76,,45,2027-03-26,2024-04-27 00:00:00
1182,Salesperson_2,North America,Healthcare,Marketing,Closed Lost,Essentials,3,150,144050.9,175397.27,,95,2027-03-27,
1183,Salesperson_3,EU,Managed Service Providers,Partner,Closed Lost,Premium,3,150,36839.07,66994.3,,101,2027-03-28,
1184,Salesperson_4,North America,Managed Service Providers,Outbound,Proposal Sent,Premium,5,200,12704.98,158191.25,Lack of Features,175,2027-03-29,
1185,Salesperson_5,EU,Manufacturing,Marketing,Negotiation,Premium,2,150,10174.75,242929.47,,129,2027-03-30,
1186,Salesperson_6,EU,Manufacturing,Marketing,Proposal Sent,Enterprise,2,150,43595.85,206714.8,Chose Competitor,125,2027-03-31,
1187,Salesperson_7,North America,Other,Event,Qualified,Premium,4,200,14547.87,216480.4,,148,2027-04-01,
1188,Salesperson_8,North America,Healthcare,Outbound,Negotiation,Plus,3,3,19649.64,232255.84,Budget Constraints,52,2027-04-02,
1189,Salesperson_9,EU,Healthcare,Marketing,Closed Lost,Premium,3,200,37837.43,249321.74,,20,2027-04-03,2024-05-06 00:00:00
1190,Salesperson_10,EU,Energy & Utilities,Marketing,Closed Lost,Essentials,1,50,94932.01,159898.82,,97,2027-04-04,2024-03-10 00:00:00
1191,Salesperson_1,EU,Healthcare,Partner,Proposal Sent,Premium,4,50,108794.38,125123.62,,139,2027-04-05,
1192,Salesperson_2,EU,Other,Inbound,Closed Won,Premium,3,150,61826.67,120994.86,,170,2027-04-06,
1193,Salesperson_3,EU,Education,Partner,Negotiation,Enterprise,2,200,19689.12,219359.52,,47,2027-04-07,
1194,Salesperson_4,EU,Education,Event,Qualified,Essentials,2,150,111419.03,188893.66,,163,2027-04-08,
1195,Salesperson_5,EU,Education,Event,Closed Lost,Essentials,1,150,132531.51,202820.52,,97,2027-04-09,2024-08-19 00:00:00
1196,Salesperson_6,North America,Education,Outbound,Closed Lost,Plus,1,200,43898.71,14357.43,,148,2027-04-10,2024-11-08 00:00:00
1197,Salesperson_7,EU,Education,Event,Qualified,Enterprise,3,50,34827.28,12065.06,,171,2027-04-11,
1198,Salesperson_8,North America,Energy & Utilities,Marketing,Closed Lost,Essentials,2,3,118930.51,224094.96,,50,2027-04-12,2024-09-28 00:00:00
1199,Salesperson_9,North America,Other,Event,Closed Lost,Essentials,3,3,55406.8,42531.98,Chose Competitor,156,2027-04-13,2024-04-23 00:00:00
1200,Salesperson_10,EU,Education,Marketing,Proposal Sent,Plus,4,150,46758.92,185368.06,,45,2027-04-14,2024-09-17 00:00:00
